Date,Open,High,Low,Close,Adj Close,Volume
4/8/2019,156.850006,157.5,156.070007,157.119995,155.449387,14202400
4/9/2019,156.460007,156.699997,154.910004,155.199997,153.549805,18534200
4/10/2019,155.479996,157.360001,155.330002,157.309998,155.63736,18938800
4/11/2019,157.520004,157.679993,156.809998,157.110001,155.439484,12218700
4/12/2019,158.130005,158.160004,157.110001,157.679993,156.003418,14120300
4/15/2019,157.949997,158.100006,156.5,157.169998,155.498856,10964000
4/16/2019,157.710007,157.899994,156.979996,157.539993,155.864899,16782900
4/17/2019,158.089996,158.110001,155.199997,156.100006,154.440231,17108500
4/18/2019,156.110001,156.279999,154.660004,155.639999,153.985107,23276300
4/22/2019,155.309998,155.809998,154.520004,155.229996,153.579483,15596800
4/23/2019,155.369995,158.050003,155.360001,157.570007,155.894592,23396100
4/24/2019,157.619995,158.690002,157.369995,158.059998,156.379379,18053100
4/25/2019,157.330002,157.470001,155.470001,156.75,155.083313,19365100
4/26/2019,156.960007,158.490005,156.399994,158.270004,156.587158,16999100
4/29/2019,158.619995,159.610001,158.490005,159.029999,157.339081,13698900
4/30/2019,159.149994,159.190002,156.960007,158.289993,156.606918,24127500
5/1/2019,158.669998,158.729996,156.710007,156.789993,155.122879,17734300
5/2/2019,156.639999,158.149994,155.679993,157.520004,155.845139,22715700
5/3/2019,158.309998,160.639999,158.190002,160.529999,158.823135,20178800
5/6/2019,158.179993,161.110001,158.009995,160.710007,159.001221,21262100
5/7/2019,159.309998,159.869995,156.25,157.529999,155.855026,25434500
5/8/2019,157.259995,158.089996,156.649994,156.759995,155.093216,16113700
5/9/2019,155.520004,156.649994,153.740005,156.190002,154.529282,25259900
5/10/2019,155.589996,156.830002,153.669998,156.619995,154.954697,26544700
5/13/2019,153.690002,154.020004,151.160004,151.630005,150.017761,26936500
5/14/2019,151.960007,154.169998,151.699997,153.539993,151.90744,15519200
5/15/2019,152.399994,154.410004,152.070007,154.039993,152.40213,18410600
5/16/2019,154.509995,156.179993,154.440002,155,153.351929,13772100
5/17/2019,153.820007,155.270004,152.660004,152.839996,151.214874,21534000
5/20/2019,151.929993,152.820007,151.410004,151.779999,150.166153,18689800
5/21/2019,152.630005,154.039993,152.580002,153.820007,152.184464,11659100
5/22/2019,153.220001,153.589996,152,152.529999,150.908173,13922600
5/23/2019,151.059998,151.059998,148.580002,149.389999,147.801575,26379400
5/24/2019,150.380005,151.089996,149.789993,150.789993,149.186691,16093100
5/28/2019,151.009995,151.649994,149.580002,149.589996,147.999435,14042200
5/29/2019,148.839996,148.929993,147.360001,148.339996,146.762726,22622300
5/30/2019,148.75,149.580002,147.039993,147.929993,146.357086,17739100
5/31/2019,146.190002,146.839996,145.320007,145.860001,144.309097,25411300
6/3/2019,146.130005,147.210007,145.330002,146.369995,144.813675,26554500
6/4/2019,147.919998,150.289993,146.419998,150.160004,148.563385,21217600
6/5/2019,150.759995,150.889999,148.610001,150.190002,148.593063,18184100
6/6/2019,150.119995,150.520004,148.309998,149.800003,148.207214,20772500
6/7/2019,150.350006,151.509995,150.020004,150.860001,149.255951,17107500
6/10/2019,151.449997,153.139999,151.449997,151.75,150.136475,18912300
6/11/2019,152.869995,153.229996,150.580002,151.300003,149.691254,15373000
6/12/2019,151.179993,151.779999,150.619995,151.470001,149.859451,11928800
6/13/2019,152.309998,153.179993,151.869995,153.070007,151.442444,14839400
6/14/2019,152.880005,152.940002,151.720001,151.729996,150.116684,16154800
6/17/2019,151.869995,152.899994,151.669998,152.240005,151.152237,12509300
6/18/2019,153.270004,155.149994,152.259995,154.009995,152.909576,22100800
6/19/2019,154.190002,154.699997,153.399994,154.559998,153.455658,15625000
6/20/2019,156.050003,156.220001,154.440002,155.289993,154.180435,17595700
6/21/2019,155.130005,155.169998,153.610001,153.949997,152.850021,19854400
6/24/2019,154.360001,154.410004,152,152.080002,150.993393,24002600
6/25/2019,152.309998,152.5,151,151.149994,150.070007,17462200
6/26/2019,151.699997,152.220001,150.759995,150.800003,149.722519,15726900
6/27/2019,151.240005,153.770004,151.240005,153.630005,152.532303,22278400
6/28/2019,153.949997,156.020004,153.940002,155.5,154.388931,35089900
7/1/2019,157.539993,158.029999,155.220001,156.100006,154.984665,23151300
7/2/2019,156.020004,156.119995,154.259995,155.149994,154.041428,19024600
7/3/2019,155.600006,156.339996,155.169998,156.259995,155.143509,9115100
7/5/2019,155.490005,156.740005,154.860001,156.679993,155.560501,14156700
7/8/2019,156.210007,156.479996,154.889999,155.190002,154.081161,9735700
7/9/2019,154.539993,155.429993,154.479996,155.399994,154.289642,12381600
7/10/2019,156.199997,156.559998,154.850006,155.669998,154.557724,17325400
7/11/2019,155.889999,155.940002,154.220001,154.910004,153.803162,14260800
7/12/2019,155.139999,156.669998,154.880005,156.110001,154.994583,16678000
7/15/2019,156.559998,156.589996,154.850006,155.289993,154.180435,12194300
7/16/2019,155.130005,156.199997,154.669998,155.240005,154.130814,15152700
7/17/2019,155.240005,155.339996,153.729996,154.130005,153.028748,14155100
7/18/2019,154.080002,155.009995,153.729996,154.710007,153.604599,15746900
7/19/2019,154.940002,155.429993,153.820007,153.820007,152.720963,17182600
7/22/2019,154.240005,154.699997,153.399994,153.679993,152.58194,14474600
7/23/2019,154.279999,154.720001,153.539993,154.699997,153.59465,15493200
7/24/2019,154.289993,157.449997,154.119995,157.259995,156.136368,23804600
7/25/2019,157.179993,157.240005,155.089996,155.360001,154.249939,17902500
7/26/2019,155.580002,157.419998,155.5,157.199997,156.076797,14260300
7/29/2019,157.190002,157.360001,155.600006,156.149994,155.034302,13192200
7/30/2019,155.059998,157.839996,154.710007,157.839996,156.712219,1200
7/31/2019,157.779999,159.229996,155.550003,156.559998,155.441376,40445900
8/1/2019,156.880005,158.169998,153.589996,154.289993,153.187576,38070200
8/2/2019,153.350006,153.75,151.279999,152.580002,151.489807,30148300
8/5/2019,149.779999,149.919998,146.210007,148,146.942535,39221500
8/6/2019,148.899994,149.699997,147.380005,149.360001,148.292816,24283300
8/7/2019,147.919998,149.710007,146.690002,149.320007,148.253113,23952100
8/8/2019,150.149994,152.630005,149.990005,152.539993,151.450089,19415600
8/9/2019,152.089996,152.149994,150.029999,150.619995,149.543793,19313200
8/12/2019,149.809998,150.119995,148.330002,148.669998,147.607742,15963000
8/13/2019,148.339996,151.789993,147.669998,150.270004,149.196304,21912600
8/14/2019,147.949997,147.979996,145.720001,146.070007,145.026321,28235800
8/15/2019,146.619995,146.669998,144.789993,145.490005,144.45047,24202400
8/16/2019,146.139999,148.910004,146.110001,148.630005,147.568039,22783400
8/19/2019,150.320007,150.889999,149.949997,150.130005,149.057327,17023400
8/20/2019,149.919998,150.009995,148.990005,149.149994,148.08432,13324100
8/21/2019,150.619995,150.649994,149.789993,150.380005,149.305527,13446100
8/22/2019,150.669998,151.080002,149.139999,150.029999,148.958023,12979100
8/23/2019,149.220001,150.110001,144.929993,145.429993,144.390884,36974600
8/26/2019,146.800003,147.050003,145.710007,147.029999,145.979462,19167100
8/27/2019,147.960007,148.020004,144.679993,144.850006,143.815048,24546200
8/28/2019,144.559998,147.389999,144.25,146.539993,145.492966,20115500
8/29/2019,148.149994,149.289993,147.960007,149.110001,148.044601,18786300
8/30/2019,149.889999,149.970001,148.039993,148.839996,147.776535,18727100
9/3/2019,147.449997,148.320007,146,146.660004,145.612106,20688000
9/4/2019,148.009995,148.360001,147.179993,147.839996,146.783661,13107500
9/5/2019,149.850006,151.910004,149.369995,150.589996,149.514023,25666700
9/6/2019,150.699997,151.229996,149.830002,149.899994,148.828949,14645900
9/9/2019,150.570007,152.240005,150.059998,151.910004,150.824585,25780100
9/10/2019,151.679993,153.949997,150.889999,153.850006,152.750748,29576200
9/11/2019,154.520004,157.160004,153.559998,157,155.87822,42970500
9/12/2019,157.179993,157.899994,155.570007,157.039993,155.917938,38648300
9/13/2019,157.850006,158.919998,157.130005,157.309998,156.186005,31042800
9/16/2019,156.970001,158.75,156.699997,157.899994,156.77179,23242600
9/17/2019,157.360001,157.570007,156.449997,157.490005,156.364731,22986700
9/18/2019,157.479996,157.5,155.070007,156.520004,155.401657,19735700
9/19/2019,156.800003,157.820007,155.529999,155.759995,154.647079,21531600
9/20/2019,155.639999,156.649994,154.449997,155.429993,154.319427,22707200
9/23/2019,154.860001,155.949997,154.559998,155.309998,154.200302,14944600
9/24/2019,155.149994,155.289993,151.839996,152.429993,151.872833,27576700
9/25/2019,152.279999,154.360001,151.800003,154.100006,153.536743,21917500
9/26/2019,153.919998,153.919998,151.949997,152.380005,151.823029,20641600
9/27/2019,152.820007,153.220001,150.5,151.160004,150.607483,20181900
9/30/2019,151.369995,152.259995,150.789993,151.339996,150.786819,16905400
10/1/2019,152.110001,153.350006,148.050003,148.369995,147.827667,34093500
10/2/2019,147.630005,147.630005,145.860001,147.25,146.711777,24894600
10/3/2019,146.690002,147.940002,144.929993,147.740005,147.199982,25362800
10/4/2019,147.990005,149.25,147.119995,149.139999,148.594864,18640400
10/7/2019,148.779999,150.070007,148.119995,148.880005,148.335815,15762800
10/8/2019,147.419998,147.929993,146.110001,146.460007,145.924667,18110600
10/9/2019,147.539993,147.690002,146.639999,147.130005,146.592209,10929500
10/10/2019,147.339996,148.5,147.100006,147.720001,147.180054,16349000
10/11/2019,149.789993,151.960007,147.690002,150.220001,149.670914,29236300
10/14/2019,149.910004,150.149994,149.100006,149.669998,149.122925,10692600
10/15/2019,150.169998,152.130005,149.789993,151.389999,150.836639,16801200
10/16/2019,151.210007,152.270004,151.139999,151.550003,150.996063,13119100
10/17/2019,152.289993,153.509995,152.050003,153.339996,152.77951,13175800
10/18/2019,152.929993,153.5,151.449997,152.610001,152.052185,14490200
10/21/2019,154.169998,154.979996,153.910004,154.039993,153.476944,17450300
10/22/2019,154.199997,155.050003,153.740005,154.210007,153.646332,12471800
10/23/2019,154.339996,154.75,153.550003,154.399994,153.835632,8728000
10/24/2019,154.949997,155.059998,153.470001,154.179993,153.61644,9091400
10/25/2019,153.910004,155.529999,153.899994,155,154.433441,10531500
10/28/2019,155.660004,156.979996,155.009995,156.339996,155.768539,15392400
10/29/2019,156.009995,157.339996,155.860001,156.850006,156.276688,11978300
10/30/2019,156.789993,156.809998,155.279999,156.330002,155.758591,14451500
10/31/2019,156.100006,156.100006,154.240005,155.449997,154.88179,17344200
11/1/2019,156.399994,158.190002,156.050003,158.100006,157.522125,18421600
11/4/2019,159.399994,159.699997,158.470001,158.949997,158.369003,16182000
11/5/2019,159.399994,160.460007,158.970001,159.149994,158.568268,13760200
11/6/2019,158.990005,158.990005,157.809998,158.229996,157.651627,16025500
11/7/2019,159.740005,160.169998,158.169998,158.649994,158.070099,13448900
11/8/2019,158.279999,159.270004,157.949997,159.080002,158.498535,11967400
11/11/2019,158.029999,158.899994,157.880005,158.779999,158.199631,10508700
11/12/2019,158.929993,159.880005,158.490005,158.830002,158.249451,14316900
11/13/2019,157.740005,158.5,157.190002,158.149994,157.57193,14514400
11/14/2019,157.929993,158.910004,157.789993,158.100006,157.522125,13054000
11/15/2019,159.229996,159.289993,158.350006,158.919998,158.339111,13119200
11/18/2019,158.720001,158.740005,157.940002,158.520004,157.940582,10759500
11/19/2019,159.110001,159.699997,158.309998,159.110001,158.528427,15203700
11/20/2019,158.550003,159.600006,157.259995,158.509995,157.930603,21314300
11/21/2019,158.820007,158.889999,157.229996,157.729996,157.153458,15388300
11/22/2019,158.309998,158.539993,157.350006,158.220001,157.641678,13482400
11/25/2019,159.029999,161.830002,158.889999,161.580002,160.989395,24753000
11/26/2019,161.75,162.539993,161.289993,161.690002,161.098999,15496700
11/27/2019,162.380005,162.929993,162.080002,162.830002,162.234833,13202500
11/29/2019,162.410004,162.789993,161.669998,161.770004,161.178711,9988200
12/2/2019,162.149994,162.210007,159.910004,160.190002,159.604477,17190900
12/3/2019,158.820007,159.759995,158.100006,159.679993,159.096329,14884400
12/4/2019,160.5,161.220001,160.300003,160.779999,160.192322,10833200
12/5/2019,161.470001,161.649994,160.449997,160.940002,160.35173,11470700
12/6/2019,162.589996,163.410004,162.5,162.820007,162.224869,16486200
12/9/2019,162.75,163.160004,162.389999,162.509995,161.915985,13476700
12/10/2019,162.410004,162.960007,161.940002,162.610001,162.015625,13704400
12/11/2019,162.880005,163.080002,161.949997,162.559998,161.965805,19612200
12/12/2019,162.75,165.100006,162.25,163.960007,163.360703,24857000
12/13/2019,163.729996,164.809998,162.550003,163.330002,162.733002,23279600
12/16/2019,164.059998,164.850006,163.740005,163.880005,163.880005,20115300
12/17/2019,164.139999,164.699997,163.699997,164.699997,164.699997,12980000
12/18/2019,165.059998,165.279999,164.320007,165.020004,165.020004,15379300
12/19/2019,165.279999,165.729996,164.880005,165.729996,165.729996,11919800
12/20/2019,166.149994,166.410004,165.720001,165.970001,165.970001,25449500
12/23/2019,166.240005,166.360001,165.360001,166.300003,166.300003,13372100
12/24/2019,166.449997,166.699997,166.039993,166.679993,166.679993,4334500
12/26/2019,166.830002,166.979996,166.360001,166.679993,166.679993,9371200
12/27/2019,167.119995,167.119995,165.429993,165.860001,165.860001,12261800
12/30/2019,165.979996,166.210007,164.570007,165.440002,165.440002,14912700
12/31/2019,165.080002,166.350006,164.710007,165.669998,165.669998,17362400
1/2/2020,166.740005,166.75,164.229996,165.779999,165.779999,18297500
1/3/2020,163.740005,165.410004,163.699997,165.130005,165.130005,19295600
1/6/2020,163.850006,165.539993,163.539993,165.350006,165.350006,17150900
1/7/2020,164.850006,165.339996,164.210007,164.800003,164.800003,11817900
1/8/2020,164.820007,166.029999,164.720001,165.309998,165.309998,13832400
1/9/2020,166.119995,166.449997,165.259995,165.509995,165.509995,11895400
1/10/2020,165.550003,165.690002,164.199997,164.889999,164.889999,15353000
1/13/2020,164.940002,166.039993,164.070007,165.960007,165.960007,17271100
1/14/2020,165.139999,167.589996,164.979996,166.570007,166.570007,18323000
1/15/2020,166.149994,167.949997,166.139999,167.369995,167.369995,15437200
1/16/2020,168.589996,169.869995,168.429993,169.529999,169.529999,19976200
1/17/2020,170.279999,170.559998,168.669998,169.070007,169.070007,18306400
1/21/2020,168.360001,168.990005,167.270004,167.669998,167.669998,17935100
1/22/2020,168.190002,168.619995,167.179993,167.559998,167.559998,14916300
1/23/2020,167.100006,167.970001,165.449997,167.449997,167.449997,15947900
1/24/2020,168.009995,167.979996,164.230103,164.369995,164.369995,12089417
